Month,TIME_24_HOURS,MV_INVOLVED,BASE_SUB_BASE,COUNTY,ROAD,BRIEF_ACCIDENT_DETAILS,GENDER,AGE,CAUSE_CODE,VICTIM_TYPE,Date,Hour
7,2030,KBX 398S TOYOTA HIACE,RUIRU,KIAMBU,THIKA SUPERHIGH WAY,THE VEHICLE HIT ANOTHER M/V,M,A,60.0,PASSENGER,2017-07-21,20.0
7,1530,KBY 271K TOYOTA P/UP,GARISSA,GARISSA,GARISSA MWINGI,THE VEHICLE LOST CONTROL VEERED OFF AND ROLLED SEVERAL TIMES,M,25,98.0,PASSENGER,2017-07-15,15.0
8,0830,M/TRACTOR KTCB 590J/ZA 1797 NEW HOLLAND & M/A/PAX,BOMET,BOMET,SILIBWET KIPTAGICH RD,LOST CONTROL AND OVERTURNED,M,A,26.0,PASSENGER,2017-08-02,8.0
8,1945,KMDQ 721T SKYGO,MAKUENI,MAKUENI,KITISE KIKOME,THE CYCLE LOST CONTROL AND HIT A TREE,M,25,26.0,PASSENGER,2017-08-27,19.0
7,1520,KBU 240C/ZC 5232 FORD HOLLAND TRACTOR,KAKAMEGA,KAKAMEGA,SISOTE-DOROFU MURRAM ROAD,THE VICTIM WAS OVER RAN BY THE VEHICLE,M,26,70.0,PASSENGER,2017-07-12,15.0
8,1400,GKB 402S TOYOTA L/CRUISER,GARISSA,GARISSA,GARISSA IJARA,THE VEHICLE LOST CONTROL AND OVERTURNED,M,A,29.0,PASSENGER,2017-08-19,14.0
7,1830,KCG 893B TOYOTA SUCCEED,MATUU,MACHAKOS,MATUU MWINGI,THE VEHICLE GOT A TYRE BURST AND ROLLED,M,65,79.0,PASSENGER,2017-07-14,18.0
7,1900,KCH 153B/ZF 5207M/BENZ TRAILER,LONDIANI,KERICHO,KERICHO-LONDIANI,THE VEHICLE LOST CONTOL AND VEERED OFF THE ROAD,M,A,26.0,PASSENGER,2017-07-29,19.0
8,1930,KBW 931Z MITSUBISHI FUSO LORRY & KCD 890S TOYOTA PROBOX,KISERIAN,KAJIADO,KISERIAN MAGADI,HEAD ON COLLISSION,M,16,8.0,PASSENGER,2017-08-14,19.0
7,2120,KBM 558F TOYOTA MATATU AND GKB 347R LAND CRUISER,KISUMU,KISUMU,KISUMU NAIROBI,THE CRUISER HIT THE MATATU,M,A,26.0,PASSENGER,2017-07-09,21.0
8,0700,KCK 032F MINI BUS,BURUBURU,NAIROBI,OUTERING,THE VEHICLE LOST CONTROL AND LANDED INTO A DITCH,M,37,26.0,PASSENGER,2017-08-20,7.0
7,1830,KCJ 804W TOYOTA PROBOX,EMBU,EMBU,EMBU-KIBUKU,"THE VEHICLE LOST CONTROL, VEERING OFF THE ROAD AND HIT A CALVERT",F,4,26.0,PASSENGER,2017-07-25,18.0
7,0630,KAA 405Y M/CANTER & KBG 358N T/MATATU,KIKUYU,KIAMBU,KIKUYU-WANGIGE ROAD,THE CANTER BRAKES FAILED AND HIT THE MATATU,M,A,68.0,PASSENGER,2017-07-28,6.0
8,0700,KCL 879M & KBR 759P MITSUBISHI FH LORRIES,SALAMA,MAKUENI,MOMBASA NAIROBI,HEAD ON COLLISSION,M,A,10.0,PASSENGER,2017-08-18,7.0
7,1540,KAK 882T/ZB 6337 M/BENZTRAILER & UAQ 977N /UAQ 722C TANKER,TURBO,KAKAMEGA,ELDORET-WEBUYE,HEAD ON COLLISSION,M,33,26.0,PASSENGER,2017-07-25,15.0
7,0240,KBJ 771J MITSUBISHI FH & UAZ 971Y/ZE 5278 M/BENZ TRAILER,SALGAA,NAKURU,NAURU-ELDORET,THE FH RAMMED INTO THE REAR OF THE TRAILER,M,A,17.0,PASSENGER,2017-07-27,2.0
8,2130,KBM 967N PPTR COMPRESSOR/KBX 141T T/MATATU,NYERI,NYERI,NYERI NANUKI,HEAD ON COLLISSION,M,,7.0,PASSENGER,2017-08-27,21.0
8,0700,M/V KCC 021A ISUZU BUS,MARSABIT,MARSABIT,MARSABIT MOYALE RD,M/V PUSHE BY WIND HENCE LOOSING CONTROL AND OVERTURNED,M,A,97.0,PASSENGER,2017-08-04,7.0
7,2330,KCB 161G NISSAN UD BUS & KBW 042F NISSAN VAN,UKUNDA,KWALE,MSAMBWENI-LUNGALUNGA,THE VEHICLES COLLIDED HEAD ON,M,36,26.0,PASSENGER,2017-07-12,23.0
8,0620,KAV 417C N/SALOON,KIRITIRI,EMBU,KIVAA-EMBU,"THE VEHICLE HAD A TYRE BBURST, LOSING CONTROL AND ROLLED",F,33,79.0,PASSENGER,2017-08-07,6.0
7,2345,KBV 922T V/WAGEN GOLF,GARISSA,GARISSA,GARISSA MWINGI,THE VEHICLE LOST CONTROL AND PLUGGED INTO TANA RIVER,M,A,98.0,PASSENGER,2017-07-16,23.0
8,1440,GKB 068E T/L/CRUISER,KENDU BAY,HOMA BAY,KENDU BAY-HOMA BAY,THE PASSENGER FELL FROM THE VEHICLE WHILE ON MOTION,M,A,70.0,PASSENGER,2017-08-21,14.0
8,1030,KCM 108P TOYOTA PASSO & KBU 656L TOYOTA HARRIER,VOI,TAITA TAVETA,MOMBASA NAIROBI,HEAD ON COLLISSION,F,A,10.0,PASSENGER,2017-08-19,10.0
8,1300,83 KA 84 LORRY,NYERI,NYERI,MARWA-KIGANJO,"THE VEHICLE HAD A TYRE BBURST, LOSING CONTROL AND LANDED",M,A,79.0,PASSENGER,2017-08-07,13.0
7,2000,KBR 020D ISUZU MINIBUS,GIGIRI,NAIROBI,GETA ROAD,THE VICTIM JUMPED OUT OF THE VEHICLE AND WAS RAN OVER,F,A,73.0,PASSENGER,2017-07-19,20.0
8,1740,KAR 668P NISSAN MATATU,MANDERA,MANDERA,MANDERA MALKA SUFTU,THE VICTIM FELL DOWN WHILE THE VEHICLE WAS IN MOTION AND WAS OVER RAN,M,A,28.0,PASSENGER,2017-08-27,17.0
8,1700,KCL 624X TOYOTA PROBOX,MUMIAS,KAKAMEGA,MUMIAS EBUYANGU,THE VEHICLE GOT A TYRE BURST AND ROLLED SEVERAL TIMES,F,A,54.0,PASSENGER,2017-08-27,17.0
8,1800,KMDK 663M SKYGO & KCB 900T TOYOTA,RUNYENJES,EMBU,KYENI KARURUMO,M/CYCE WAS HIT BY M/V KILLING THE PASSENGER,F,28,30.0,PASSENGER,2017-08-05,18.0
8,2200,KCH 968N I/M/BUS,ISINYA,KAJIADO,ISINYA-KITENGELA,THE PASSENGER FELL DOWN WHILE THE VEHICLE WAS IN MOTION,M,27,70.0,PASSENGER,2017-08-07,22.0
8,0810,KBQ 194J ISUZU BUS (EMBASSAVA SACCO),MAKONGENI,NAIROBI,JOGOO,THE PASSENGER FELL DOWN WHILE THE VEHICLE WAS IN MOTION,M,36,70.0,PASSENGER,2017-08-09,8.0
8,0830,KBS 142K ISUZU M/BUS,GIGIRI,NAIROBI,WAIYAKI WAY,THE PASSENGER JUMPED OUT OFF THE VEHICLE AND FELL DOWN,M,A,58.0,PASSENGER,2017-08-20,8.0
8,1130,KBZ 916P MITSUBISHI BUS,KAYOLE,NAIROBI,KAYOLE,THE VICTIM FELL DOWN WHILE THE VEHICLE WAS IN MOTION AND WAS OVER RAN,M,25,53.0,PASSENGER,2017-08-27,11.0
10,1745,KCH 473K TATA LORRY,ATHI RIVER,MACHAKOS,NAIROBI-MOMBASA,THE PERSON WHO WAS STEALING A RIDE FALL DOWN,M,A,72.0,PASSEGER,2017-10-31,17.0
8,1830,M/V/KCA 257B I/M/BUS & M/A/PAX,KEROKA,NYAMIRA,KEROKA-SOTIK RD,SLIPPED WHILE NEGOTIATING A CORNER AND LANDED ON THE LEFT SIDE,M,28,12.0,PASSANGER,2017-08-02,18.0
8,1400,KBN126N ISUZU CANTER,NANDI,NANDI,NANDI HILL-KIMAKI,LOST CONTROL AND LANDED IN A DITCH,M,A,26.0,PASSANGER,2017-08-03,14.0
7,1000,KCC006A HINO BUS,MAGUMU,NYANDARUA,NAIROBI-NAIVASHA,LOST CONTROL AND VEERED OFF THE ROAD KILLING A PASSENGER,F,A,26.0,PASSANGER,2017-07-02,10.0
8,2300,M/CYC KMDX 644H HAUJON,NAKURU,NAKURU,MOGOTHE KIRIMA,M/CYCLE KNONCKED ADOWN A JUNIOR PLAYING,F/J,6,62.0,P/PEDESTRIAN,2017-08-04,23.0
7,1840,KBZ 763G T/MATATU AND UNKNOWN M/CYCLE,KONDELE,KISUMU,KAKAMEGA-KISUMU,THE MATATU OVERAN TWO P/PASSENGER WHO FELL FROM THE M/CYCLE,M,A,39.0,P/PASSENGERS,2017-07-27,18.0
10,2015,KMBH 665T TVS STAR,BUNGOMA,BUNGOMA,BUNGOMA-WEBUYE,THE UNKNOWN M/V HIT THE MOTOR CYCLE,M,"32, 40",98.0,P/PASSENGERS,2017-10-29,20.0
10,2000,KMDM 019T BOXER & KMDX 704Q TVS STAR,KIMILILI,BUNGOMA,KITALE WEBUYE,HEAD ON COLLISSION,M,30,7.0,P/PASSENGER,2017-10-16,20.0
5,1645,KMEB 838B TVS STAR AND KCA 769E MITSUBISH LORRY,MOYALE,MARSABIT,MOYALE- HEILLU,M/CYCLIST CARRYING OONE M/A PASSENGER RAMMED INTO THE REAR OF THE SAID LORRY WHERE THE P/PASSENGER SUSTAINING SERIOUS INJURIES AND DIED AT HOSPITAL.,M,19,36.0,P/PASSENGER,2017-05-21,16.0
7,1730,KCJ 983W TOYOTA SUCCEED & KMDD 745C RIFAN,KERICHO,KERICHO,KERICHO NAKURU,VEHICLE KNOCKED DOWN A VICTIM,F,A,98.0,P/PASSENGER,2017-07-16,17.0
5,1720,KCD 930Z ISUZU LORRY AND UNKNOWN M/CYCLE,KITENGELA,KAJIADO,NAMANGA- KITENGELA,LORRY WAS HIT FROM THE REAR BY THE SAID M/CYCLE WHICH WAS NOT FOUND AT THE SCENE CARRYING A M/A P/PASSENGER WHO FALL ON THE ROAD SUSTAINING SERIOUS INJUIRIES AND DIED ON THE WAY TO HOSPITAL,M,20,37.0,P/PASSENGER,2017-05-21,17.0
8,2300,"KBU 177P ISUZU NPR,KMDZ 239Z BOXER",SOTIK,BOMET,KAPLONG BOMET,HEAD ON COLLISSION,M,A,8.0,P/PASSENGER,2017-08-27,23.0
5,1100,SCANIA BUS AND KMDL 771K SKYGO,KISUMU,KISUMU,KISUMU- BUSIA,BUS DRIVER HIT A M/CYCLE CARRYING ONE F/A P/PASSENGER WHO DIED ON THE SPOT.,F,29,10.0,P/PASSENGER,2017-05-19,11.0
7,1500,KCF 278S ISUZU FRR & MOTOR CYCLE,BONDO,SIAYA,BONDO USENGE,HEAD ON COLLISSION,M,A,10.0,P/PASSENGER,2017-07-19,15.0
8,1630,"KBK 669F TOYOTA HIACE,KBW 178K T/PROBOX",MAUA,MERU,MERU MAUA,THE CYCLE HIT THE MATATU AND THEN WAS OVERRAN BY THE SAME MATATU,M,A,26.0,P/PASSENGER,2017-08-27,16.0
3,1800,UNKNOWN M/CYCLE,KAGUNDU,MACHAKOS,JOSKA KAGUNDO,THE M/CYCLE LOST CONTROL VEERING OFF THE ROAD HITTING AN ELECTRIC POLE WHERE P/ PASSENGER DIED ON THE SPOT.,M,22,79.0,P/PASSENGER,2017-03-29,18.0
7,1945,KCE 561Y/ZD 1607 MAN TRAILER & KMDU 448S YAMAHA,CHANGAMWE,MOMBASA,NAIROBI MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,M,23,10.0,P/PASSENGER,2017-07-14,19.0
7,1530,GKB 363E T/L/CRUISER & KMDL 532D M/CYCLE,KAKAMEGA,KAKAMEGA,SIGALAGALA BUTERE,VEHICLE KNOCKED DOWN A VICTIM,M,69,25.0,P/PASSENGER,2017-07-24,15.0
6,1600,KA 223B TANKER & KMDB 266Q,KILIFI,KILIFI,KILIFI MOMBASA,THE TANKER LOST CONTROL AND HIT THE M/CYCLE,M,A,19.0,P/PASSENGER,2017-06-11,16.0
7,1930,KBV 072X SCANIA BUS & UNKNOWN M/CYCLE,VIHIGA,VIHIGA,CHAVAKALI KAPSABET,THE VICTIM JUMPED FROM THE MOVING CYCLE AND WAS OVERAN BY THE VEHICLE,F,13,71.0,P/PASSENGER,2017-07-22,19.0
6,1930,KCG 945P FAW LORRY & KMDP 939C HONDA,KONDELE,KISUMU,OBUNGA KONDELE,THE VEHICLE COLLIDED WITH M/CYCLE,F,A & J,57.0,P/PASSENGER,2017-06-11,19.0
7,2230,UNKNOWN M/V & KMCZ 899B,NYERI,NYERI,NYERI TETU,HEAD ON COLLISSION,M,45,98.0,P/PASSENGER,2017-07-22,22.0
5,1610,KAS 488S T/SALOON & KMDU 423J BOXER,ONGATA RONGAI,KAJIADO,KISERIAN - RONGAI,HEAD ON COLLISSION,M,27,26.0,P/PASSENGER,2017-05-03,16.0
9,1730,KMEC 478U TIGERS,THIKA,KIAMBU,THIKA SUPER HIGHWAY,THE CYCLE LOST CONTROL AND ROLLED SEVERAL TIMES,M,A,54.0,P/PASSENGER,2017-09-13,17.0
5,2045,KMCY 277T SKYGO & KBF 305N ISUZU P/UP,ATHI RIVER,MACHAKOS,NAIROBI -MOMBASA,THE PICK UP HIT THE MOTOR CYCLE,M,A,37.0,P/PASSENGER,2017-05-12,20.0
9,1330,KCK 407Z T/MATATU & KMEA 878P BOXER,MASENO,KISUMU,KISUMU BUSIA,HEAD ON COLLISSION,F,A,39.0,P/PASSENGER,2017-09-13,13.0
5,1340,KBT 518G MITSUBISHI M/BUS & KMDN 755X SKYGO,MATUU,MACHAKOS,MATUU-THIKA,THE VEHICLE RAMMED INTO THE REAR OF M/CYCLE,F,52,29.0,P/PASSENGER,2017-05-03,13.0
6,1700,KMCT 947R MTR & KMDL 862U SKYGO,GARISSA,GARISSA,KISMAIYO ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,50.0,P/PASSENGER,2017-06-20,17.0
9,0630,KMCJ 620F DAYUN,THIKA,KIAMBU,MUKARARA KIUNYU,THE CYCLE LOST CONTROL AND HIT A CULVERT,M,A,26.0,P/PASSENGER,2017-09-17,6.0
3,1220,"KMDX 152G TVS, KMDM 062P TVS & KBM 450Y M/CANTER",GUCHA,MIGORI,OMIRIGAMI-SENGERA RD,VICTIM LANDED UNDER THE VEHICLE AND HIT THE WHEEL,M,A,36.0,P/PASSENGER,2017-03-09,12.0
11,1300,KBC 483M NEW HOLLAND,MUMIAS,KAKAMEGA,ELUCHE-MUMIAS,THE TRACTOR HIT A PEDAL CYCLE,M,A,26.0,P/PASSENGER,2017-11-02,13.0
9,2200,KMEA 242A SKYGO,SULTAN HAMUD,MAKUENI,MOMBASA NAIROBI,THE VICTIM FELL DOWN FROM THE CYCLE,F,45,50.0,P/PASSENGER,2017-09-03,22.0
3,1800,KBT 896Z MITSUBISHI LORRY & KMDL 691G TVS STAR,NYAMIRA,NYAMIRA,KISII NYAMIRA,THE VEHICLE RAMMED INTO THE CYCLE,F,A,98.0,P/PASSENGER,2017-03-01,18.0
8,1840,UNREGISTERED M/CYCLE,KERICHO,KERICHO,KERICHO-KISUMU,THE M/CYCLE LOST CONTROL AND LANDED INTO A DITCH,M,25,54.0,P/PASSENGER,2017-08-16,18.0
9,1230,KMCH 914K SKYGO,KITUI,KITUI,KAUMA MATINYANI,THE VICTIM FELL DOWN FROM THE CYCLE,F,4,64.0,P/PASSENGER,2017-09-03,12.0
9,1000,KCK 989T MITSUBISHI FUSO,TIGANIA,MERU,MERU MAUA,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,P/PASSENGER,2017-09-03,10.0
8,2200,M/C KMDV 873V SKYGO & M/V/KCF 771D MITSUBISH,SULTAN HAMUD,MAKUENI,EMALI MATILIKU MURRAM RD,M/CYCLE WAS HIT BY THE M/V,M/J,12,8.0,P/PASSENGER,2017-08-02,22.0
3,0840,KMDS 953A RANGER,KITUI,KITUI,MUMO MUTINI,THE CYCLE LOST CONTROL AND FELL DOWN,M,A,54.0,P/PASSENGER,2017-03-13,8.0
10,2025,KTWB 868D DAIYUN & KBL 485K TOYOTA MATATU,KIRINYAGA,KIRINYAGA,KERUGOYA-KUTUS,HEAD ON COLLISSION,F,35,39.0,P/PASSENGER,2017-10-29,20.0
3,2100,KMDY 115X CAPTAIN & UNKNOWN,NAROMORU,NYERI,NYERI NANYUKI,HEAD ON COLLISSION,M,60,10.0,P/PASSENGER,2017-03-16,21.0
2,1230,KBV 505H TOYOTA P/UP,KITALE,TRANS NZOIA,KITALE KILONGOLO,THE VEHICLE RAN OVER THE P/PASSENGER,M,A,98.0,P/PASSENGER,2017-02-28,12.0
10,2045,KBD 849K TOYOTA MATATU & KMEG 870J PIONEER,KITUI,KITUI,KITUI-KABATI,THE VEHICLE RAMMED INTO THE MOTOR CYCLE,M,6 MONTHS,29.0,P/PASSENGER,2017-10-29,20.0
3,1130,KBY 517J TOYOTA CANTER & KMCU 003B DAYUN,GITHUNGURI,KIAMBU,KIAMBU KWAMAIKO,HEAD ON COLLISSION,F,42,8.0,P/PASSENGER,2017-03-17,11.0
8,1030,KCJ 962Z/ZF 6613 M/BENZ & KMCF 069Y SKYGO,MAKINDU,MAKUENI,NAIROBI-MOMBASA,THE TRAILER HIT THE MOTOR CYCLE,F,A,10.0,P/PASSENGER,2017-08-30,10.0
10,1130,UNKNOWN,VIHIGA,VIHIGA,LUANDA MAJENGO,HIT & RUN,M,76,98.0,P/PASSENGER,2017-10-28,11.0
8,2000,"KCJ 688X NISSAN MATATU,KMCF 736F TVS",BUTERE,KAKAMEGA,SHIATSALA MANYULIA,VEHICLE KNOCKED DOWN A VICTIM,M,A,8.0,P/PASSENGER,2017-08-27,20.0
8,2055,UNKNOWN,BUNGOMA,BUNGOMA,BUNGOMA-MUMIAS,HIT & RUN,M,A,98.0,P/PASSENGER,2017-08-30,20.0
10,1200,KBK 998X ISUZU CXZ LORRY & KMEC 944U TVS STAR,GARISSA,GARISSA,SOKO NG'OMBE BULA RIGI EARTH ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,19.0,P/PASSENGER,2017-10-23,12.0
7,1830,KMCN 544N TVS STAR & KCK 396Y & MITSUBISH TANKER,MIGORI,MIGORI,OGWEDHI-OYANI MASAI MURRAM RD,THE VEHICLE KNOCKED THE M/CYCLE,M,A,98.0,P/PASSENGER,2017-07-29,18.0
3,1845,KMDT 190M,TIGONI,KIAMBU,LIMURU-KAMANDURA,THE M/CYCLE WAS HIT BY A LORRY,F,41,98.0,P/PASSENGER,2017-03-22,18.0
6,1900,KAY 636N TOYOTA MATATU & KMDV 100C TVS STAR,NYAMIRA,NYAMIRA,IKONGE CORNER,HEAD ON COLLISSION,F,34,29.0,P/PASSENGER,2017-06-20,19.0
11,1830,KBG 936M T/MATATU & KMDT 551U BOXER,ONGATA RONGAI,KAJIADO,MAGADI ROAD,THE VEHICLE RAMMED INTO THE MOTOR CYCLE,F,30,18.0,P/PASSENGER,2017-11-06,18.0
10,0630,KBN 526K T/MATATU & KMDY 288N,KAKAMEGA,KAKAMEGA,KAKAMEGA WEBUYE,VEHICLE KNOCKED DOWN A VICTIM,M,17,26.0,P/PASSENGER,2017-10-18,6.0
3,2030,"KMDR 774X BOXER,KMDQ 008N TVS & KBR 128T FAW PRIME MOVER",MASENO,KISUMU,KISUMU BUSIA,HEAD ON COLLISSION,M,A,,P/PASSENGER,2017-03-10,20.0
7,2100,KBA 189B TOYOTA TOWNACE & KMDX 304F BOXER,BUSIA,BUSIA,BUTULA MUMIAS,HEAD ON COLLISSION,M,A,79.0,P/PASENGER,2017-07-16,21.0
7,0730,KBN 093H M/BENZ ZC 5263 AND KMDJ,ELDORET,UASIN GISHU,ELDORET-KAPSABET,HIT THE SAID M/CYCLE,M,A,10.0,P/P/PASSENGER,2017-07-01,7.0
7,2300,BICYCLE,KITUI,KITUI,KITUI-KABATI,THE UNKNOWN M/V HIT THE PEDAL CYCLE,M,A,98.0,P/CYCLIST,2017-07-21,23.0
7,1800,KCJ 291M TOYOTA PROBOX,MWINGI,KITUI,MWINGI-KYUSO,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,P/CYCLIST,2017-07-21,18.0
8,2320,KMDS561W HONDA,MAKINDU,MAKUENI,WOTE MAKINDU,M/CYCLE RAMMED AT THE REAR OF A P/CYCLIST,M,A,7.0,P/CYCLIST,2017-08-05,23.0
7,1940,KAH 811R M/BENZ,SIAYA,SIAYA,KISUMU BONDO,VEHICLE KNOCKED DOWN A VICTIM,M,80,98.0,P/CYCLIST,2017-07-08,19.0
8,1330,M/V KAK 484H I/CANTER & P/CYCLIST,KAPSABET,NANDI,MOSORIOT-KABIYET RDD,M/V HIT FROM REAR A CYCLIST,M,13,29.0,P/CYCLIST,2017-08-02,13.0
7,2000,KAX 983C TOYOTA IPSUM,BUSIA,BUSIA,BUSIA-MIMIAS,HIT P/CYCLIST,M,A,7.0,P/CYCLIST,2017-07-01,20.0
2,0930,KBQ 578L TOYOTA HIACE,THIKA,KIAMBU,THIKA SUPERHIGHWAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,10.0,P/CYCLIST,2017-02-28,9.0
3,1030,KBS 829E TOYOTA FIELDER,NANDI CENTRAL,NANDI,KAPSABET -CHAVAKALI,VEHICLE KNOCKED DOWN A VICTIM,M,45,37.0,P/CYCLIST,2017-03-31,10.0
7,0400,KBE 276G TOYOTA FIELDER,SULTAN HAMUD,MAKUENI,MOMBASA NAIROBI,VEHICLE KNOCKED DOWN A VICTIM,M,32,98.0,P/CYCLIST,2017-07-16,4.0
3,2100,KAV 585E MITSUBISH LORRY,GVIAS,NAIROBI,OUTERING ROAD,THE VEHICLE KNOCKED A P/CYCLIST,M,40,98.0,P/CYCLIST,2017-03-31,21.0
2,0845,KBY 062V T/VANNET & P/CYCLE,SAGANA,MURANGA,SAGANA-KARATINA,VEHICLE KNOCKED DOWN A VICTIM,M,61,29.0,P/CYCLIST,2017-02-22,8.0
11,1745,KBS 456Q T/MATATU,NAKURU,NAKURU,LANET-NDUNDORI,THE VEHICLE HIT A PEDAL CYCLIST,M,78,8.0,P/CYCLIST,2017-11-06,17.0
7,1930,KMDA 603D M/C &PEDAL CYCLIST,KABRAS,KAKAMEGA,KUVASALI-IKOLI,M/V COLLIDED HEAD ON WITH M/CYCLE,M,15,26.0,P/CYCLIST,2017-07-30,19.0
3,0810,KAZ 854W/ZB 920 M/BENZ,TURBO,KAKAMEGA,ELDORET- WEBUYE,UNKOWN PEDAL CYCLIST LOST CONTROL AND FELL DOWN ON THE ROAD AFTER HE WAS OVERTOOK BY THE LORRY AND DIED ON THE SPOT.,M,A,10.0,P/CYCLIST,2017-03-24,8.0
3,2230,KBD 339D TOYOTA VOXXY,ELDORET,UASIN GISHU,ELDORET WEBUYE,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,P/CYCLIST,2017-03-27,22.0
4,2100,KMDZ 594K TIGERS & KMCQ 807E TIGERS,OTHAYA,NYERI,OTHAYA-RURUGUTI,HEAD ON COLLISSION,M,A,26.0,MOTOR CYCLIST,2017-04-25,21.0
5,2330,M/V KBX 135K M/BUS & M/CYC. KMDV 701P BOXER,SOTIK,BOMET,BOMET- KAPLONG RD,RIDER AND P/PASSENGER OF THE SAID M/CYC HIT THE RIGHT FRONT SIDE OF THE SAID M/VEHICLE FATALLY INJURING BOTH OF THEM.,M,20 & 25 YRS,37.0,M/CYLIST & P/PASSENGER,2017-05-15,23.0
3,1900,M/V KX 91A40 &M/C KMDL 141N SKYGO,KITUI,KITUI,KALINDU NGIINI MUTUNE ROAD,M/V COLLIDED HEAD ON WITH THE M/CYCLE WHO FAILED TO KEEP HIS NEAR SIDE AND DIED.,M,27,8.0,M/CYLIST,2017-03-30,19.0
3,1100,KBZ 661E MITSUBISH MINI BUS & UNKNOWN M/CYLE,KITUI,KITUI,KUNDA KINDU MAIN STAGE,THE M/V REVERSED AND HIT THE M/CYCLE KILLING HIM ON THE SPOT.,M,51,16.0,M/CYLIST,2017-03-30,11.0
3,1630,KAQ 698J TOYOTA HIACE & KMDM 231U TVS STAR,NYAMIRA,NYAMIRA,NYAMIRA KISII,THE M/V HIT THE M/CYLCLE WHO SUSTAINED SERIOUS INJURIES AND DIED AT NYAMIRA HOSPITAL,M,22 YRS,37.0,M/CYLIST,2017-03-30,16.0
3,1030,KZK 181 PEUGEOTS 504 & KMDB 716 B FOCIN,ELDORET,UASIN GISHU,ELDORET WEBUYE,THE M/CYCLE COLLIDED HEAD ON WITH THE M/V RESULTING THE DEATH OF THE M/CYCLIST.,M,A,10.0,M/CYLIST,2017-03-30,10.0
8,1150,KAM 084N L/ROVER & KMCL 787D,NAROMORU,NYERI,NYERI NANYUKI ROAD,HEAD ON COLLISSION,M,45,79.0,M/CYCLIT,2017-08-15,11.0
5,2100,KCH 919D TOYOTA HARRIER AND KMDQ 122S TVS STAR,KAKAMEGA,KAKAMEGA,KISUMU- KAKAMEGA,M/V RAMMED INTO THE REAR OF THE SAID M/CYCLE WHOSE RIDER IS UNKNOWN KILLING F/A P/PASSENGER ON THE SPOT.,M AND F,A,29.0,M/CYCLIST AND P/PASSENGER,2017-05-23,21.0
5,2330,KBW 240E TOYOTA CROWN AND KMDU 644B DAYUN,EMBAKASI,NAIROBI,MOMBASA ROAD,M/V RAMMED INTO THE REAR OF THE M/CYCLE WHERE TWO PEOPLE DIED.,M,A,29.0,M/CYCLIST AND P/PASSENGER,2017-05-14,23.0
10,2030,KBZ 609J MITSUBISHI LORRY & KMDN 141J BOXER,BOMET,BOMET,BOMET-LITEN,HEAD ON COLLISSION,M,A,8.0,M/CYCLIST & P/PASSENGER,2017-10-28,20.0
3,1230,KAX 721M TOYOTA MATATU & KMDM 840K BAJAJ,VIHIGA,VIHIGA,KISUMU-KAKAMEGA,THE VEHICLE COLLIDED HEAD ON WITH THE M/CYCLE,M,A,8.0,M/CYCLIST & P/PASSENGER,2017-03-07,12.0
7,1700,KBR 891S TOYOTA LANDCRUISER,KISUMU,KISUMU,KISUMU BUSIA,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,M/CYCLIST,2017-07-31,17.0
10,1920,KBT 653G ISUZU LORRY & KMDA 802F RANGER,GARISSA,GARISSA,GARISSA-MWINGI,THE LORRY HIT THE MOTOR CYCLE,M,A,8.0,M/CYCLIST,2017-10-28,19.0
10,1640,KBJ 013E MITSUBISHI LORRY & KMDZ 370L,GIGIRI,NAIROBI,WANGARI MATHAI,THE LORRY HIT THE MOTOR CYCLE,M,A,8.0,M/CYCLIST,2017-10-28,16.0
10,1440,KMEF 648L SKYGO,MAKINDU,MAKUENI,KITUI-KIBWEZI,THE UNKNOWN LORRY HIT THE MOTOR CYCLE,M,A,23.0,M/CYCLIST,2017-10-28,14.0
10,0600,KMDE 494D RALLY,NAKURU,NAKURU,NAKURU-GILGIL,THE MOTOR CYCLE LOST CONTROL AND HIT A CULVERT,M,35,26.0,M/CYCLIST,2017-10-28,6.0
7,1800,KCK 004Q LORRY AND KMDZ 656F BOXER,KAPENGURIA,WEST POKOT,MAKUTANO LODWAR,THE VEHICLE HIT THE MOTOR CYCLE,M,A,10.0,M/CYCLIST,2017-07-09,18.0
7,0845,KCG 647N T/PROBOX &PEDESTRIAN,HOMABAY,HOMABAY,KENDU BAY KATITU ROAD,HIT AND KNONCKED DOWN A PEDESTRIAN,M,30,68.0,M/CYCLIST,2017-07-30,8.0
10,2030,KCA 766M SCANIA BUS & KMDW 875H BOXER,DAGOREI,NAIROBI,WAIYAKI WAY,THE MOTOR CYCLE HIT THE BUS,M,A,45.0,M/CYCLIST,2017-10-29,20.0
6,1430,KAN 109Z TOYOTA MATATU AND KMDJ 719F TIGER,MURANGA,MURANGA,MURANGA KAHURO,THE MATATU COLLIDED HEAD ON WITH THE CYCLE,M,A,26.0,M/CYCLIST,2017-06-23,14.0
